Anno;Quartiere;Genere;Ipotesi_alta;Ipotesi_media;Ipotesi_bassa
2030;Tortona;Maschi;66;66;66
2030;Trenno;Femmine;12;12;12
2030;Trenno;Maschi;15;15;15
2030;Umbria - Molise;Femmine;107;106;106
2030;Umbria - Molise;Maschi;82;82;82
2030;Vigentina;Femmine;74;74;74
2030;Vigentina;Maschi;64;64;64
2030;Villapizzone;Femmine;203;201;201
2030;Villapizzone;Maschi;177;177;174
2030;Vle Monza;Femmine;148;148;148
2030;Vle Monza;Maschi;143;143;143
2030;Washington;Femmine;142;141;141
2030;Washington;Maschi;107;106;106
2030;XXII Marzo;Femmine;159;159;159
2030;XXII Marzo;Maschi;131;130;130
2030;Quartieri residuali;Femmine;24;24;24
2030;Quartieri residuali;Maschi;10;11;11
2031;Adriano;Femmine;41;41;41
2031;Adriano;Maschi;52;52;52
2031;Affori;Femmine;102;101;101
2031;Affori;Maschi;104;101;100
2031;Baggio;Femmine;174;174;174
2031;Baggio;Maschi;145;145;145
2031;Bande Nere;Femmine;247;246;246
2031;Bande Nere;Maschi;180;180;179
2031;Barona;Femmine;128;128;128
2031;Barona;Maschi;94;94;94
2031;Bicocca;Femmine;14;15;15
2031;Bicocca;Maschi;10;10;10
2031;Bovisa;Femmine;50;50;50
2031;Bovisa;Maschi;50;50;50
2031;Bovisasca;Femmine;47;47;47
2031;Bovisasca;Maschi;41;39;39
2031;Brera;Femmine;81;80;80
2031;Brera;Maschi;71;71;71
2031;Bruzzano;Femmine;38;38;38
2031;Bruzzano;Maschi;51;51;51
2031;Buenos Aires - Venezia;Femmine;330;327;327
2031;Buenos Aires - Venezia;Maschi;288;288;285
2031;Centrale;Femmine;80;80;80
2031;Centrale;Maschi;74;74;74
2031;Città Studi;Femmine;189;188;188
2031;Città Studi;Maschi;154;152;152
2031;Comasina;Femmine;45;44;44
2031;Comasina;Maschi;35;35;35
2031;Corsica;Femmine;99;98;98
2031;Corsica;Maschi;81;81;81
2031;De Angeli - Monte Rosa;Femmine;103;102;102
2031;De Angeli - Monte Rosa;Maschi;81;81;81
2031;Dergano;Femmine;95;94;94
2031;Dergano;Maschi;90;88;88
2031;Duomo;Femmine;72;71;71
2031;Duomo;Maschi;62;62;62
2031;Ex OM - Morivione;Femmine;61;61;61
2031;Ex OM - Morivione;Maschi;24;24;24
2031;Farini;Femmine;5;5;5
2031;Farini;Maschi;5;5;5
2031;Forze Armate;Femmine;148;148;148
2031;Forze Armate;Maschi;132;132;132
2031;Gallaratese;Femmine;236;236;236
2031;Gallaratese;Maschi;178;178;178
2031;Garibaldi Repubblica;Femmine;25;25;25
2031;Garibaldi Repubblica;Maschi;13;14;14
2031;Ghisolfa;Femmine;79;79;79
2031;Ghisolfa;Maschi;72;72;72
2031;Giambellino;Femmine;144;144;144
2031;Giambellino;Maschi;116;114;113
2031;Gratosoglio - Ticinello;Femmine;95;95;95
2031;Gratosoglio - Ticinello;Maschi;98;98;98
2031;Greco;Femmine;64;63;63
2031;Greco;Maschi;67;67;67
2031;Guastalla;Femmine;69;69;69
2031;Guastalla;Maschi;62;61;61
2031;Isola;Femmine;95;96;96
2031;Isola;Maschi;90;89;89
2031;Lambrate;Femmine;44;45;45
2031;Lambrate;Maschi;33;32;32
2031;Lodi - Corvetto;Femmine;186;183;183
2031;Lodi - Corvetto;Maschi;161;159;159
2031;Lorenteggio;Femmine;79;79;79
2031;Lorenteggio;Maschi;70;69;69
2031;Loreto;Femmine;191;188;182
2031;Loreto;Maschi;184;182;181
2031;Maciachini - Maggiolina;Femmine;138;138;138
2031;Maciachini - Maggiolina;Maschi;114;114;114
2031;Magenta - S. Vittore;Femmine;81;79;79
2031;Magenta - S. Vittore;Maschi;68;68;68
2031;Maggiore - Musocco;Femmine;19;19;19
2031;Maggiore - Musocco;Maschi;29;27;27
2031;Mecenate;Femmine;126;125;125
2031;Mecenate;Maschi;104;104;104
2031;Navigli;Femmine;70;70;70
2031;Navigli;Maschi;53;53;53
2031;Niguarda - Cà Granda;Femmine;217;217;217
2031;Niguarda - Cà Granda;Maschi;176;175;175
2031;Ortomercato;Femmine;16;16;16
2031;Ortomercato;Maschi;10;10;10
2031;Padova;Femmine;183;178;177
2031;Padova;Maschi;148;146;146
2031;Pagano;Femmine;83;82;82
2031;Pagano;Maschi;63;63;63
2031;Parco Lambro - Cimiano;Femmine;119;118;118
2031;Parco Lambro - Cimiano;Maschi;91;90;90
2031;Parco Monlué - Ponte Lambro;Femmine;5;5;5
2031;Parco Monlué - Ponte Lambro;Maschi;2;2;2
2031;Porta Romana;Femmine;66;66;66
2031;Porta Romana;Maschi;55;55;55
2031;Portello;Femmine;40;39;39
2031;Portello;Maschi;36;36;36
2031;QT 8;Femmine;21;21;21
2031;QT 8;Maschi;13;13;13
2031;Quarto Cagnino;Femmine;40;40;40
2031;Quarto Cagnino;Maschi;42;42;42
2031;Quarto Oggiaro;Femmine;166;164;164
2031;Quarto Oggiaro;Maschi;143;143;143
2031;Quinto Romano;Femmine;18;18;18
2031;Quinto Romano;Maschi;10;10;10
2031;Ripamonti;Femmine;48;48;48
2031;Ripamonti;Maschi;56;56;56
2031;Rogoredo;Femmine;23;23;23
2031;Rogoredo;Maschi;16;18;18
2031;Ronchetto S/N;Femmine;64;62;62
2031;Ronchetto S/N;Maschi;67;67;67
2031;S. Cristoforo;Femmine;67;67;67
2031;S. Cristoforo;Maschi;63;62;62
2031;S. Siro;Femmine;46;46;46
2031;S. Siro;Maschi;51;51;51
2031;Sarpi;Femmine;138;138;137
2031;Sarpi;Maschi;109;107;107
2031;Scalo Romana;Femmine;26;26;26
2031;Scalo Romana;Maschi;38;38;38
2031;Selinunte;Femmine;125;125;125
2031;Selinunte;Maschi;96;93;93
2031;Stadera;Femmine;169;169;169
2031;Stadera;Maschi;129;127;127
2031;Tibaldi;Femmine;65;65;65
2031;Tibaldi;Maschi;62;61;61
2031;Ticinese;Femmine;76;76;76
2031;Ticinese;Maschi;73;73;73
2031;Tortona;Femmine;67;67;67
2031;Tortona;Maschi;65;65;65
2031;Trenno;Femmine;13;13;13
2031;Trenno;Maschi;16;16;16
2031;Umbria - Molise;Femmine;104;104;104
2031;Umbria - Molise;Maschi;81;81;81
2031;Vigentina;Femmine;72;72;72
2031;Vigentina;Maschi;63;63;63
2031;Villapizzone;Femmine;199;198;198
2031;Villapizzone;Maschi;177;172;170
2031;Vle Monza;Femmine;149;148;148
2031;Vle Monza;Maschi;141;142;142
2031;Washington;Femmine;138;136;136
2031;Washington;Maschi;106;105;105
2031;XXII Marzo;Femmine;160;158;158
2031;XXII Marzo;Maschi;129;128;128
2031;Quartieri residuali;Femmine;24;24;24
2031;Quartieri residuali;Maschi;9;9;9
2032;Adriano;Femmine;40;39;39
2032;Adriano;Maschi;50;49;49
2032;Affori;Femmine;103;103;103
2032;Affori;Maschi;103;102;101
2032;Baggio;Femmine;170;170;170
2032;Baggio;Maschi;140;140;140
2032;Bande Nere;Femmine;239;237;237
2032;Bande Nere;Maschi;173;173;172
2032;Barona;Femmine;127;127;127
2032;Barona;Maschi;92;92;92
2032;Bicocca;Femmine;14;14;14
2032;Bicocca;Maschi;12;13;13
2032;Bovisa;Femmine;48;48;48
2032;Bovisa;Maschi;49;49;49
2032;Bovisasca;Femmine;46;46;46
2032;Bovisasca;Maschi;39;39;39
2032;Brera;Femmine;84;83;83
2032;Brera;Maschi;68;67;67
2032;Bruzzano;Femmine;37;36;36
2032;Bruzzano;Maschi;49;50;50
2032;Buenos Aires - Venezia;Femmine;329;328;327
2032;Buenos Aires - Venezia;Maschi;288;289;285
2032;Centrale;Femmine;79;78;78
2032;Centrale;Maschi;71;71;71
2032;Città Studi;Femmine;188;187;187
2032;Città Studi;Maschi;152;149;149
2032;Comasina;Femmine;44;43;43
2032;Comasina;Maschi;37;35;35
2032;Corsica;Femmine;97;96;96
2032;Corsica;Maschi;80;79;79
2032;De Angeli - Monte Rosa;Femmine;101;101;101
2032;De Angeli - Monte Rosa;Maschi;81;80;80
2032;Dergano;Femmine;94;92;92
2032;Dergano;Maschi;92;91;91
2032;Duomo;Femmine;71;71;71
2032;Duomo;Maschi;62;61;61
2032;Ex OM - Morivione;Femmine;60;60;60
2032;Ex OM - Morivione;Maschi;23;23;23
2032;Farini;Femmine;6;5;5
2032;Farini;Maschi;6;7;7
2032;Forze Armate;Femmine;147;147;147
2032;Forze Armate;Maschi;129;128;128
2032;Gallaratese;Femmine;229;228;228
2032;Gallaratese;Maschi;169;169;169
2032;Garibaldi Repubblica;Femmine;26;26;26
2032;Garibaldi Repubblica;Maschi;13;13;13
2032;Ghisolfa;Femmine;80;80;80
2032;Ghisolfa;Maschi;70;70;70
2032;Giambellino;Femmine;142;139;139
2032;Giambellino;Maschi;113;113;112
2032;Gratosoglio - Ticinello;Femmine;93;93;93
2032;Gratosoglio - Ticinello;Maschi;95;95;95
2032;Greco;Femmine;65;64;64
2032;Greco;Maschi;68;67;67
2032;Guastalla;Femmine;68;68;68
2032;Guastalla;Maschi;62;62;62
2032;Isola;Femmine;96;94;94
2032;Isola;Maschi;92;89;89
2032;Lambrate;Femmine;45;43;43
2032;Lambrate;Maschi;32;31;31
2032;Lodi - Corvetto;Femmine;181;180;180
2032;Lodi - Corvetto;Maschi;159;158;158
2032;Lorenteggio;Femmine;80;79;79
2032;Lorenteggio;Maschi;69;69;69
2032;Loreto;Femmine;190;187;181
2032;Loreto;Maschi;187;183;184
2032;Maciachini - Maggiolina;Femmine;139;139;139
2032;Maciachini - Maggiolina;Maschi;113;113;113
2032;Magenta - S. Vittore;Femmine;81;79;79
2032;Magenta - S. Vittore;Maschi;68;68;68
2032;Maggiore - Musocco;Femmine;19;19;19
2032;Maggiore - Musocco;Maschi;28;28;28
2032;Mecenate;Femmine;126;125;125
2032;Mecenate;Maschi;106;104;104
2032;Navigli;Femmine;69;68;68
2032;Navigli;Maschi;53;53;53
2032;Niguarda - Cà Granda;Femmine;220;218;218
2032;Niguarda - Cà Granda;Maschi;174;173;173
2032;Ortomercato;Femmine;16;16;16
2032;Ortomercato;Maschi;9;9;9
2032;Padova;Femmine;176;171;170
2032;Padova;Maschi;146;144;144
2032;Pagano;Femmine;81;80;80
2032;Pagano;Maschi;62;60;60
2032;Parco Lambro - Cimiano;Femmine;117;117;117
2032;Parco Lambro - Cimiano;Maschi;88;88;88
2032;Parco Monlué - Ponte Lambro;Femmine;5;5;5
2032;Parco Monlué - Ponte Lambro;Maschi;2;2;2
2032;Porta Romana;Femmine;67;65;65
2032;Porta Romana;Maschi;53;53;53
2032;Portello;Femmine;40;40;40
2032;Portello;Maschi;32;32;32
2032;QT 8;Femmine;19;19;19
2032;QT 8;Maschi;14;14;14
2032;Quarto Cagnino;Femmine;40;40;40
2032;Quarto Cagnino;Maschi;40;40;40
2032;Quarto Oggiaro;Femmine;163;163;163
2032;Quarto Oggiaro;Maschi;144;144;144
2032;Quinto Romano;Femmine;17;18;18
2032;Quinto Romano;Maschi;12;12;12
2032;Ripamonti;Femmine;48;47;47
2032;Ripamonti;Maschi;56;56;56
2032;Rogoredo;Femmine;22;22;22
2032;Rogoredo;Maschi;19;17;17
2032;Ronchetto S/N;Femmine;60;60;60
2032;Ronchetto S/N;Maschi;64;63;63
2032;S. Cristoforo;Femmine;66;66;66
2032;S. Cristoforo;Maschi;62;62;62
2032;S. Siro;Femmine;45;45;45
2032;S. Siro;Maschi;53;52;52
2032;Sarpi;Femmine;135;135;134
2032;Sarpi;Maschi;106;103;103
2032;Scalo Romana;Femmine;24;23;23
2032;Scalo Romana;Maschi;38;38;38
2032;Selinunte;Femmine;122;122;122
2032;Selinunte;Maschi;98;97;97
2032;Stadera;Femmine;166;166;166
2032;Stadera;Maschi;129;127;127
2032;Tibaldi;Femmine;64;65;65
2032;Tibaldi;Maschi;59;58;58
2032;Ticinese;Femmine;77;77;77
2032;Ticinese;Maschi;70;70;70
2032;Tortona;Femmine;65;65;65
2032;Tortona;Maschi;65;65;65
2032;Trenno;Femmine;13;13;13
2032;Trenno;Maschi;15;15;15
2032;Umbria - Molise;Femmine;101;101;101
2032;Umbria - Molise;Maschi;81;81;81
2032;Vigentina;Femmine;71;71;71
2032;Vigentina;Maschi;63;63;63
2032;Villapizzone;Femmine;198;196;197
2032;Villapizzone;Maschi;179;173;171
2032;Vle Monza;Femmine;146;146;146
2032;Vle Monza;Maschi;139;138;138
2032;Washington;Femmine;135;135;135
2032;Washington;Maschi;103;103;103
2032;XXII Marzo;Femmine;157;156;156
2032;XXII Marzo;Maschi;127;127;127
2032;Quartieri residuali;Femmine;23;23;23
2032;Quartieri residuali;Maschi;10;9;9
